title,link,date,category,Agency
"Tampa Bay Area Medical Biller Pleads Guilty To Healthcare Fraud, Aggravated Identity Theft, And Tax Offenses",https://oig.hhs.gov/fraud/enforcement/tampa-bay-area-medical-biller-pleads-guilty-to-healthcare-fraud-aggravated-identity-theft-and-tax-offenses/,"December 3, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Middle District of Florida"
Clay County Pharmacy Investigation Results In Criminal Charges Against Six More Individuals In Opioid Distribution And Health Care Fraud Conspiracy,https://oig.hhs.gov/fraud/enforcement/clay-county-pharmacy-investigation-results-in-criminal-charges-against-six-more-individuals-in-opioid-distribution-and-health-care-fraud-conspiracy/,"December 3, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Middle District of Tennessee"
Federal Jury Convicts Pharmacy Owner for Role in $174 Million Telemedicine Pharmacy Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-pharmacy-owner-for-role-in-174-million-telemedicine-pharmacy-fraud-scheme/,"December 3, 2021",Criminal and Civil Actions,U.S. Department of Justice
"Federal Jury Convicts Pharmacy Owner Of Conspiracy, Mail Fraud, And Misbranding For Role In Multi-Million Dollar Telemedicine Pharmacy Fraud Scheme",https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-pharmacy-owner-of-conspiracy-mail-fraud-and-misbranding-for-role-in-multi-million-dollar-telemedicine-pharmacy-fraud-scheme/,"December 2, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Tennessee"
Mississippi Resident Sentenced to 78 Months in Prison for Healthcare Fraud,https://oig.hhs.gov/fraud/enforcement/mississippi-resident-sentenced-to-78-months-in-prison-for-healthcare-fraud/,"December 2, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of Alabama"
Two Novus Doctors Sentenced to Combined 23 Years in Prison for Healthcare Fraud,https://oig.hhs.gov/fraud/enforcement/two-novus-doctors-sentenced-to-combined-23-years-in-prison-for-healthcare-fraud/,"December 2, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of Texas"
Flower Mound Hospital to Pay $18.2 Million to Settle Federal and State False Claims Act Allegations Arising from Improper Inducements to Referring Physicians,https://oig.hhs.gov/fraud/enforcement/flower-mound-hospital-to-pay-182-million-to-settle-federal-and-state-false-claims-act-allegations-arising-from-improper-inducements-to-referring-physicians/,"December 2, 2021",Criminal and Civil Actions,U.S. Department of Justice
Two Arrested in Los Angeles for Their Roles in Hospice Fraud Conspiracy,https://oig.hhs.gov/fraud/enforcement/two-arrested-in-los-angeles-for-their-roles-in-hospice-fraud-conspiracy/,"December 2, 2021",Criminal and Civil Actions,U.S. Department of Justice
"Life Emergency Medical Services Agreed to Pay $38,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/life-emergency-medical-services-agreed-to-pay-38000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-an-unlicensed-individual/,"December 2, 2021",Fraud Self-Disclosures,
"Providence Man Admits to False Use of a Social Security Number to Defraud Rhode Island Food Stamp, Medicaid Programs",https://oig.hhs.gov/fraud/enforcement/providence-man-admits-to-false-use-of-a-social-security-number-to-defraud-rhode-island-food-stamp-medicaid-programs/,"December 1, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Rhode Island"
Cypress medical sales representative agrees to settle allegations regarding neurostimulator devices,https://oig.hhs.gov/fraud/enforcement/cypress-medical-sales-representative-agrees-to-settle-allegations-regarding-neurostimulator-devices/,"December 1, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of Texas"
"Pittsburgh Resident Sentenced to More Than Five Years in Prison for Conspiracy, Health Care Fraud, and Aggravated Identity Theft",https://oig.hhs.gov/fraud/enforcement/pittsburgh-resident-sentenced-to-more-than-five-years-in-prison-for-conspiracy-health-care-fraud-and-aggravated-identity-theft/,"December 1, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Pennsylvania"
Crossroads Hospice Agrees to Pay $5.5 Million to Settle False Claims Act Liability,https://oig.hhs.gov/fraud/enforcement/crossroads-hospice-agrees-to-pay-55-million-to-settle-false-claims-act-liability-2/,"December 1, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Tennessee"
"Dr. Meir Daller Agreed to Pay $455,000 and Be Excluded for 3 Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting False and Medically Unnecessary Claims Associated with Urology Services",https://oig.hhs.gov/fraud/enforcement/dr-meir-daller-agreed-to-pay-455000-and-be-excluded-for-3-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-and-medically-unnecessary-claims-associated-with-urology-services/,"November 30, 2021",CMP and Affirmative Exclusions,
Two San Antonians Sentenced to Prison for Health Care Fraud Schemes,https://oig.hhs.gov/fraud/enforcement/two-san-antonians-sentenced-to-prison-for-health-care-fraud-schemes/,"November 30, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Texas"
Chicago Woman Sentenced to 56 months for Home Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/chicago-woman-sentenced-to-56-months-for-home-health-care-fraud/,"November 30, 2021",Criminal and Civil Actions,U.S. Department of Justice
Attorney General Ford Announces Sentencing of Las Vegas Medicaid Provider Randi Jewel Lewis in Fraud Case,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-las-vegas-medicaid-provider-randi-jewel-lewis-in-fraud-case/,"November 29, 2021",State Enforcement Agencies,Nevada Attorney General
U.S. Attorney Files Civil Fraud Lawsuit Against Non-Profit And Settles Fraud Claims Against Its Founder For Inflating Medicaid Reimbursements By Falsely Reporting Millions In Costs,https://oig.hhs.gov/fraud/enforcement/us-attorney-files-civil-fraud-lawsuit-against-non-profit-and-settles-fraud-claims-against-its-founder-for-inflating-medicaid-reimbursements-by-falsely-reporting-millions-in-costs/,"November 24, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of New York"
South Carolina Chiropractor Pleads Guilty and Agrees to $9 Million False Claims Act Consent Judgment,https://oig.hhs.gov/fraud/enforcement/south-carolina-chiropractor-pleads-guilty-and-agrees-to-9-million-false-claims-act-consent-judgment-2/,"November 23, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of South Carolina"
Kentucky Physician Sentenced for Unlawful Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/kentucky-physician-sentenced-for-unlawful-kickback-conspiracy/,"November 23, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Pennsylvania"
Crossroads Hospice Agrees to Pay $5.5 Million to Settle False Claims Act Liability,https://oig.hhs.gov/fraud/enforcement/crossroads-hospice-agrees-to-pay-55-million-to-settle-false-claims-act-liability/,"November 23, 2021",Criminal and Civil Actions,U.S. Department of Justice
Home health agency to pay $4.2 million to settle False Claims Act allegations,https://oig.hhs.gov/fraud/enforcement/home-health-agency-to-pay-42-million-to-settle-false-claims-act-allegations/,"November 22, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of Georgia"
Edgerton Doctor Sentenced to 54 Months for $13 Million Scheme to Defraud Medicare,https://oig.hhs.gov/fraud/enforcement/edgerton-doctor-sentenced-to-54-months-for-13-million-scheme-to-defraud-medicare/,"November 22, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Wisconsin"
"Keystone Laboratories Agreed to Pay $24,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",https://oig.hhs.gov/fraud/enforcement/keystone-laboratories-agreed-to-pay-24000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,"November 19, 2021",CMP and Affirmative Exclusions,
Seattle Doctor Found Guilty of Fraudulently Obtaining Millions of Dollars from COVID-19 Relief Programs,https://oig.hhs.gov/fraud/enforcement/seattle-doctor-found-guilty-of-fraudulently-obtaining-millions-of-dollars-from-covid-19-relief-programs/,"November 19, 2021",COVID-19Criminal and Civil Actions,U.S. Department of Justice
"Florida Counseling Center Owner And Provider Sentenced To Federal Prison For Medicaid Fraud, Conspiracy, False Statements, And Identity Theft",https://oig.hhs.gov/fraud/enforcement/florida-counseling-center-owner-and-provider-sentenced-to-federal-prison-for-medicaid-fraud-conspiracy-false-statements-and-identity-theft/,"November 19, 2021",Criminal and Civil Actions,"2021; U.S. Attorney’s Office, Northern District of Florida"
Licensed Attorney Pleads Guilty to Defrauding Medicaid in Scheme Involving Personal Care Services,https://oig.hhs.gov/fraud/enforcement/licensed-attorney-pleads-guilty-to-defrauding-medicaid-in-scheme-involving-personal-care-services/,"November 19, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Columbia"
"Post Falls Doctor Pays $110,000 to Settle Allegations that He Overprescribed Opioids",https://oig.hhs.gov/fraud/enforcement/post-falls-doctor-pays-110000-to-settle-allegations-that-he-overprescribed-opioids/,"November 19, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Idaho"
Dominican National Sentenced for Social Security Misuse and Making a False Statement,https://oig.hhs.gov/fraud/enforcement/dominican-national-sentenced-for-social-security-misuse-and-making-a-false-statement/,"November 19, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Massachusetts"
Two Florida Men Indicted in Multimillion-Dollar Health Care Fraud Schemes,https://oig.hhs.gov/fraud/enforcement/two-florida-men-indicted-in-multimillion-dollar-health-care-fraud-schemes/,"November 19, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of New Jersey"
Louisville Pharmacist Sentenced to Federal Prison for Health Care Fraud Scheme Involving Pain Cream Prescriptions,https://oig.hhs.gov/fraud/enforcement/louisville-pharmacist-sentenced-to-federal-prison-for-health-care-fraud-scheme-involving-pain-cream-prescriptions/,"November 19, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Kentucky"
Attorney General Bonta Announces Conviction of San Joaquin County Doctor for Illegally Prescribing Opioids to Patients,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-conviction-of-san-joaquin-county-doctor-for-illegally-prescribing-opioids-to-patients/,"November 19, 2021",State Enforcement Agencies,California Attorney General
AG Healey Secures $1.2 Million From Brockton Home Health Agency That Falsely Billed MassHealth,https://oig.hhs.gov/fraud/enforcement/ag-healey-secures-12-million-from-brockton-home-health-agency-that-falsely-billed-masshealth/,"November 19, 2021",State Enforcement Agencies,Massachusetts Attorney General
AG Healey Sues Home Health Agency for Providing Services Without Physician Authorization,https://oig.hhs.gov/fraud/enforcement/ag-healey-sues-home-health-agency-for-providing-services-without-physician-authorization/,"November 19, 2021",State Enforcement Agencies,Massachusetts Attorney General
Tallahassee Doctor Sentenced to Seven Years in Federal Prison for Performing Unnecessary Surgical Procedures on Patients and Defrauding Health Insurance Providers of $29 Million,https://oig.hhs.gov/fraud/enforcement/tallahassee-doctor-sentenced-to-seven-years-in-federal-prison-for-performing-unnecessary-surgical-procedures-on-patients-and-defrauding-health-insurance-providers-of-29-million/,"November 18, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of Florida"
Court assesses more than $170M in penalties against two area ophthalmologists,https://oig.hhs.gov/fraud/enforcement/court-assesses-more-than-170m-in-penalties-against-two-area-ophthalmologists/,"November 18, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of Texas"
"AG Healey Secures $800,000 From Jamaica Plain Pharmacy Over Unlawful Auto-Refill Practices and Billing MassHealth for Prescriptions That Were Not Provided",https://oig.hhs.gov/fraud/enforcement/ag-healey-secures-800000-from-jamaica-plain-pharmacy-over-unlawful-auto-refill-practices-and-billing-masshealth-for-prescriptions-that-were-not-provided/,"November 18, 2021",State Enforcement Agencies,Massachusetts Attorney General
Former Medical Lab Sales Representative Admits Role in Genetic Testing Kickback and Bribery Scheme,https://oig.hhs.gov/fraud/enforcement/former-medical-lab-sales-representative-admits-role-in-genetic-testing-kickback-and-bribery-scheme/,"November 17, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of New Jersey"
Roanoke Doctor Sentenced to Three Years’ Imprisonment for Over-Prescribing Opioids,https://oig.hhs.gov/fraud/enforcement/roanoke-doctor-sentenced-to-three-years-imprisonment-for-over-prescribing-opioids/,"November 17, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Virginia"
"Patient First Maryland Medical Group Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/patient-first-maryland-medical-group-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"November 17, 2021",Fraud Self-Disclosures,
"Advanced Spine & Pain Center Agreed to Pay $35,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",https://oig.hhs.gov/fraud/enforcement/advanced-spine-pain-center-agreed-to-pay-35000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,"November 16, 2021",CMP and Affirmative Exclusions,
Former Employees At State Administrator Of Medicaid Transportation And Business Owner Charged With Submitting Fraudulent Claims,https://oig.hhs.gov/fraud/enforcement/former-employees-at-state-administrator-of-medicaid-transportation-and-business-owner-charged-with-submitting-fraudulent-claims/,"November 16, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of New York"
